word,frequency
dozens,2
"Ladybird,",2
"her,""",2
"purpose?""
",1
"""Hundreds,""",1
characteristic,1
since),1
original,3
proposition,1
exaggerated,1
"""Dear",4
safest,4
"of.
",2
darling-,1
"affidavit,",1
afforded,1
"either
",2
nothing-,2
ten,11
"it's
",1
"hard,""",1
precision,1
head;,3
fairy,1
"cloak
",1
"anything.
",1
"""All",7
sorts,3
"pet,",1
"up,""",1
"it--""
",1
"Pross?""
",1
"""Didn't",1
"it--""",1
ending,1
suppose?,1
enough;,2
"Manette,
",3
imputation,1
circumstances.,3
doubly,3
trebly,1
"hard
",4
crowds,2
multitudes,1
"(I
",2
forgiven,1
"him),",1
Ladybird's,2
affections,2
"jealous,",1
"eccentricity,",1
unselfish,2
women-,1
pure,3
"admiration,",2
bind,3
willing,3
"slaves,",1
"youth
",1
beauty,3
accomplishments,1
fortunate,5
"gain,",1
hopes,4
shone,8
sombre,3
lives.,1
faithful,4
heart;,3
"taint,",1
exalted,4
retributive,2
mind-,4
"arrangements,",2
less-,1
stationed,3
Angels,2
immeasurably,2
Nature,1
balances,1
"Ladybird,""",1
brother,22
"Solomon,",11
hadn't,2
"life.""
",4
inquiries,2
Pross's,12
"history
",1
established,6
fact,2
Solomon,7
"heartless
",2
scoundrel,1
stripped,2
"possessed,",1
"stake
",1
"evermore,",1
compunction.,1
fidelity,4
(deducting,1
trifle,1
"mistake)
",1
serious,3
drawing-room,1
friendly,5
"Doctor,",29
talking,5
"yet?""
",3
"""Never.""
",3
"himself.""
",2
thinks,3
"imagine--""",1
"begun,",1
"with:
",1
imagine,2
imagination,2
"all.""
",6
corrected;,1
suppose-,1
"suppose,
",1
"sometimes?""
",1
"then,""",5
"suppose,""",2
laughing,3
twinkle,1
"eye,",2
kindly,2
theory,1
"relative
",1
oppressed;,1
"oppressor?""
",1
Ladybird,2
tells,2
"is--?""
",1
"has.""
",1
asking,5
questions;,1
"""Dull?""",1
"inquired,",1
"placidity.
",1
Rather,1
wishing,1
modest,1
adjective,1
"""No,
",1
Surely,1
business:-,1
"remarkable
",2
crime,3
assured,3
question?,2
"will
",13
"years
",2
intimate;,1
devotedly,2
"attached,",1
"attached
",2
Believe,1
approach,4
topic,3
zealous,2
"interest.""
",1
"understanding,",1
bad's,1
"best,",4
"me,""",10
"apology,",1
"subject.""
",2
"""Afraid?""
",1
"dreadful
",1
remembrance.,1
Besides,5
losing,2
"pleasant,",2
"think.""
",2
profounder,1
for.,4
"""True,""
",1
upon.,1
lurks,1
suppression,1
uneasiness,7
causes,4
"confidence.""
",1
"""Can't",1
"helped,""",1
"""Touch",3
"string,",2
changes,5
"alone.
",3
"gets
",1
"heard,",7
"overhead
",1
"Ladybird
",1
"down,
",6
prison.,4
hurries,2
composed.,1
says,13
"restlessness,",1
finds,3
Notwithstanding,2
"imagination,",1
perception,3
monotonously,2
sad,4
"idea,",3
repetition,4
"phrase,",1
testified,1
possessing,2
"thing.
",2
echoes;,1
resoundingly,1
"fro
",1
"going.
",2
"are!""",1
"conference;
",1
"soon!""
",1
acoustical,1
"properties,",1
peculiar,5
Ear,1
"window,
",3
"fancied
",1
approach.,1
"stead,",1
"However,",2
"appear,",2
"sight,",5
albeit,1
"grim,
",1
darling's,2
"handkerchief,",2
blowing,3
"dust
",2
folding,1
mantle,1
"smoothing
",1
rich,6
possibly,4
vainest,1
handsomest,1
"women.
",3
embracing,4
"thanking
",1
protesting,1
"her-
",2
dared,2
"playfully,",1
sorely,2
"hurt,
",1
cried.,1
telling,4
accents,1
spoiling,1
"possible.
",1
beaming,1
thanking,2
stars,3
declining,1
Home.,1
Hundreds,4
"sights,",1
fulfilment,1
"prediction.
",1
"Dinner-time,",1
"household,",2
"regions,",3
marvellously.,1
"dinners,",1
"modest
",1
"quality,",2
cooked,2
"served,",1
neat,3
"contrivances,",1
"practical
",1
ravaged,1
"provinces,",2
impoverished,3
tempted,1
"half-crowns,
",1
impart,3
culinary,1
decayed,1
sons,1
daughters,2
"Gaul,",1
"arts,",1
girl,5
staff,1
domestics,2
"Sorceress,",1
Cinderella's,1
Godmother:,1
"fowl,
",1
"rabbit,",1
vegetable,2
"garden,",1
"pleased.
",1
dined,2
persisted,3
meals,1
unknown,7
"periods,",1
floor-,1
"chamber,
",1
gained,4
admittance.,1
responding,1
please,6
unbent,1
exceedingly;,1
"dinner
",1
oppressive,1
proposed,5
"plane-tree,",4
"sit
",3
revolved,1
benefit,1
installed,1
"herself,
",2
cup-bearer;,1
"replenished.
",1
Mysterious,1
backs,1
peeped,3
"talked,",1
"heads.
",3
themselves.,2
presented,16
"One.
",2
"kindly,",1
Lucie.,4
afflicted,4
twitching,1
unfrequently,2
victim,3
"disorder,",3
"fit
",1
"jerks.""
",1
specially,1
"young.
",1
"times,
",1
"likeness.
",1
"subjects,",1
"unusual
",1
vivacity.,1
"""Pray,",1
"Manette,""",5
plane-tree-,1
pursuit,4
"topic
",1
buildings,2
London-,1
"""have",3
"Tower?""
",1
"""Lucie",2
casually.,1
"enough
",2
teems,1
interest;,1
"more.""
",4
"remember,""",1
"smile,
",3
reddening,2
"angrily,",1
"""in",4
facilities,1
"asked.
",6
"alterations,",1
workmen,2
"dungeon,
",1
forgotten.,2
stone,39
inner,4
inscriptions,1
prisoners-,1
"dates,",1
"names,",2
"complaints,",1
prayers.,2
Upon,5
"corner
",2
"execution,",2
letters.,1
"instrument,",1
"hurriedly,",1
"unsteady
",1
D.,1
C.;,1
"examined,",1
G.,1
record,5
legend,1
"initials,",2
fruitless,2
guesses,1
been.,1
DIG.,1
"inscription,",1
"stone,",2
"tile,",1
"paving,",1
ashes,5
"paper,",7
bag.,1
"read,",4
"gaoler.""
",1
"ill!""
",1
terrified,5
"falling,",3
instantly.,1
Rain,1
"drops,",1
rain-drops,2
discovery,1
"detected,",2
fancied,2
"House.
",1
"quickly,",2
"hall
",1
surprises,1
(if,5
"be),",1
startled,2
"Tea-time,",1
"jerks
",1
lounged,1
"in,
",3
"Two.
",4
"sultry,",1
"doors
",1
"open,",10
overpowered,2
heat.,2
"tea-table
",1
"beside
",4
curtains,3
"white,
",1
thunder-gusts,1
whirled,4
"caught
",3
waved,5
spectral,3
"wings.
",1
"few,""",1
"surely,""",1
watching,10
mostly,3
"Lightning,",1
"do.
",2
hurry,5
speeding,1
broke;,1
"echoes
",2
footstep,2
"people,",18
"solitude!""",1
listened,11
"while.
",3
"impressive,",1
"Darnay?""",1
"""Sometimes,",1
"evening,",11
fancied-,1
shade,5
makes,2
shudder,2
"solemn--""
",1
whims,1
impressive,1
"we
",10
originate,1
think;,1
communicated.,1
"made
",9
"coming
",2
by-and-bye,3
"lives.""
",2
"so,""",10
moody,2
"incessant,",1
rapid.,2
echoed,5
re-echoed,1
feet;,3
"seemed,",2
room;,2
"coming,",3
breaking,5
"stopping
",1
altogether;,1
"sight.
",2
destined,1
divide,2
"us?""
",2
imagined,6
"father's.""
",1
"mine!""",1
stipulations.,1
bearing,7
them--,1
"Lightning.""",1
flash,4
"lounging
",1
"window.
",6
"them!""",2
peal,1
thunder.,1
"""Here
",1
"fast,",7
"fierce,",1
"furious!""
",1
rush,4
roar,5
"typified,",1
"stopped
",3
memorable,4
"thunder
",1
lightning,2
sweep,3
moment's,3
interval,3
"crash,",4
"moon
",1
"midnight.
",1
bell,11
Paul's,1
"cleared
",1
escorted,7
high-booted,1
"lantern,",1
return-passage,1
Clerkenwell.,1
solitary,14
patches,4
"Clerkenwell,
",1
mindful,2
"foot-pads,",1
retained,1
service:,1
usually,6
performed,1
hours,14
"earlier.
",1
"graves.""
",1
master-,1
expect,6
"to-
",1
Shall,1
"together!""
",1
"Perhaps,",2
"roar,",2
"VII
",2
MONSEIGNEUR,2
IN,7
"TOWN
",1
"MONSEIGNEUR,",1
"Court,",6
"held
",3
fortnightly,1
grand,7
Monseigneur,39
sanctuary,3
"sanctuaries,",1
Holiest,2
Holiests,2
worshippers,2
suite,1
"without.
",1
chocolate.,1
"swallow
",1
"ease,",2
sullen,3
"minds
",2
rapidly,4
France;,1
"morning's
",1
chocolate,8
"Monseigneur,
",1
aid,10
"Cook.
",1
ablaze,1
gorgeous,2
exist,1
fewer,3
"watches
",1
emulative,1
chaste,1
fashion,4
"Monseigneur,",21
Monseigneur's,5
"One
",2
lacquey,1
chocolate-pot,1
presence;,1
"second,",2
milled,1
frothed,1
function;,1
napkin;,1
fourth,2
(he,4
"watches),",1
dispense,2
attendants,1
"admiring
",1
Heavens.,1
Deep,3
blot,1
escutcheon,1
ignobly,1
waited,10
men;,1
"two.
",2
supper,6
Comedy,2
Grand,3
Opera,2
charmingly,1
represented.,1
"Monseigneur
",4
"nights,",3
fascinating,1
company.,2
polite,5
impressible,1
tiresome,1
"articles
",1
"secrets,",1
needs,2
similarly,2
favoured!-,1
(by,1
"example),",1
merry,1
Stuart,1
sold,3
"business,
",2
tend,3
pocket.,1
"pleasures,",1
"truly
",1
text,1
"order
",1
(altered,1
"pronoun,",1
"much)
",1
ran:,1
fulness,1
thereof,2
"mine,",12
saith,4
"Monseigneur.""
",1
vulgar,2
embarrassments,1
"crept
",1
public;,1
"both
",1
classes,1
allied,1
perforce,1
"Farmer-General.
",1
finances,2
"public,",3
consequently,3
could;,1
"private,",1
Farmer-Generals,1
"rich,
",1
generations,2
luxury,2
"expense,",1
poor.,1
Hence,1
"convent,
",1
impending,1
"veil,",1
cheapest,1
"wear,",3
"prize
",1
"Farmer-General,",2
family.,5
Which,7
"Farmer-General,
",1
carrying,5
appropriate,1
cane,1
apple,1
outer,9
prostrated,1
mankind-,1
excepting,1
superior,2
mankind,1
blood,20
"included,",1
loftiest,1
"contempt.
",1
sumptuous,2
Farmer-General.,1
Thirty,1
"stables,",1
twenty-four,3
male,1
"halls,",1
"body-women
",1
wife.,6
pretended,1
plunder,3
forage,1
Farmer-General-,1
howsoever,1
"matrimonial
",1
conduced,1
social,2
morality-,1
"greatest
",1
personages,1
attended,9
"adorned
",1
device,1
decoration,2
skin,1
"achieve,",1
"truth,",4
business;,1
nightcaps,1
"elsewhere
",1
"either,",2
"Notre
",1
"Dame,",1
equidistant,1
"extremes,",1
"them
",8
"both),",1
uncomfortable,1
"business-
",1
Monseigneur.,8
Military,1
officers,7
destitute,1
"knowledge;
",1
naval,1
ship;,1
civil,1
"notion
",1
affairs;,1
brazen,1
"ecclesiastics,",1
"worldly,",1
sensual,1
"tongues,",1
looser,1
lives;,1
totally,1
unfit,2
horribly,1
pretending,2
remotely,1
foisted,1
employments,1
got;,1
score,4
score.,1
"equally
",1
unconnected,2
"real,",1
abundant.,1
Doctors,1
fortunes,2
"dainty
",1
remedies,1
disorders,1
"existed,",2
smiled,2
courtly,4
ante-chambers,1
Projectors,1
evils,1
"touched,",2
"earnest
",1
"sin,",1
distracting,2
babble,1
"Monseigneur.
",3
Unbelieving,2
Philosophers,1
remodelling,1
"words,
",2
card-towers,1
Babel,1
scale,1
skies,2
talked,3
Chemists,1
transmutation,1
"metals,",1
gathering,3
accumulated,1
"Exquisite
",1
finest,3
"breeding,",1
"time-
",2
since-,1
indifference,2
exemplary,1
"exhaustion,",1
homes,1
notabilities,1
spies,3
assembled,2
devotees,1
Monseigneur-,1
forming,3
goodly,1
company-,3
discover,1
angels,1
sphere,1
"appearance,",3
owned,1
Mother.,1
"except
",2
"world-
",1
realisation,2
"mother-
",1
fashion.,1
Peasant,1
unfashionable,1
babies,1
"charming
",1
grandmammas,1
supped,1
"twenty.
",1
leprosy,1
unreality,2
disfigured,1
attendance,3
outermost,3
exceptional,1
"vague
",2
misgiving,3
wrong.,3
promising,1
half-dozen,4
members,4
sect,1
"Convulsionists,",1
considering,4
"foam,",2
"rage,",1
"roar,
",1
cataleptic,1
spot-,2
thereby,2
"highly
",5
intelligible,4
finger-post,1
"Future,",1
"guidance.
",1
"Dervishes,",1
"sect,",1
jargon,1
"Centre
",1
"Truth:""",1
Man,1
Centre,1
"Truth-
",1
need,13
demonstration-,1
"Circumference,",2
shoved,1
"Centre,",1
fasting,1
spirits.,2
"these,",3
"accordingly,",1
discoursing,1
on-,1
"manifest.
",1
comfort,7
dressed.,1
Day,2
Judgment,1
ascertained,2
eternally,1
correct.,1
frizzling,1
powdering,1
complexions,1
artificially,1
"mended,
",1
gallant,1
swords,4
sense,21
surely,5
exquisite,1
breeding,2
"pendent
",1
trinkets,1
chinked,1
languidly,1
moved;,1
"fetters
",1
precious,11
bells;,1
"ringing,",2
brocade,1
flutter,2
fanned,2
"devouring
",1
hunger,2
Dress,1
unfailing,1
talisman,1
charm,1
"keeping
",3
places.,1
Fancy,5
"Ball
",3
Palace,3
"Tuileries,",2
"Chambers,",1
"Tribunals
",1
"Justice,",1
society,3
(except,2
"scarecrows),",1
Common,1
Executioner:,1
pursuance,1
"charm,
",1
officiate,1
"""frizzled,",1
"powdered,",2
gold-laced,1
"coat,
",1
"pumps,",1
"stockings.""",1
gallows,5
wheel-the,1
"axe
",2
rarity-,2
episcopal,1
mode,2
Professors,1
"Orleans,",1
"rest,
",1
presided,2
dainty,2
eightieth,1
"doubt,",3
system,3
"rooted
",1
frizzled,1
"gold-laced,",1
"pumped,",1
"white-silk
",1
"stockinged,",1
"out!
",1
eased,1
burdens,1
"chocolate,",1
"thrown
",2
forth.,1
cringing,1
"fawning,",1
"servility,",1
abject,1
humiliation!,1
bowing,3
Heaven-,1
Bestowing,1
smile,8
slave,3
wave,7
"affably
",1
"Circumference
",1
Truth.,1
due,4
"sprites,",1
"more.
",9
"storm,",2
bells,1
down-stairs.,1
"There
",6
"hat
",1
snuff-box,2
mirrors,1
devote,3
"sanctuary,",1
"Devil!""
",1
snuff,1
"shaken
",1
"down-stairs.
",2
handsomely,4
"dressed,",1
haughty,1
mask.,1
"transparent
",1
paleness;,1
feature,2
defined;,1
beautifully,1
"otherwise,",3
"slightly
",1
pinched,1
nostril.,1
"compressions,",1
"dints,",1
"showed,",1
resided.,1
"They
",4
changing,1
"sometimes,",5
"occasionally
",1
dilated,1
pulsation;,1
"treachery,",1
"cruelty,",1
"countenance.
",1
Examined,1
helping,1
"mouth,",5
orbits,1
horizontal,4
thin;,1
owner,5
"carriage,",9
drove,5
reception;,1
warmer,1
"appeared,",4
"people
",5
"horses,",5
barely,1
escaping,2
down.,3
charging,1
"enemy,",1
furious,5
recklessness,2
check,4
master.,2
complaint,2
"itself
",2
"audible,",2
deaf,2
dumb,1
fierce,6
patrician,1
endangered,2
maimed,1
barbarous,3
cared,7
wretches,1
"get
",5
difficulties,1
"clatter,",1
inhuman,1
abandonment,1
"carriage
",3
dashed,1
"corners,",1
"screaming
",1
clutching,3
swooping,1
"fountain,",17
sickening,1
"jolt,",1
"cry
",2
"voices,",2
reared,1
"plunged.
",1
"inconvenience,",1
stopped;,1
carriages,6
drive,5
"leave
",6
wounded,3
"behind,",4
not?,3
valet,5
horses',1
"bridles.
",1
"wrong?""",2
"Monsieur,",1
calmly,3
basement,1
"fountain,
",3
howling,2
"animal.
",1
"""Pardon,",2
"Marquis!""",1
ragged,4
"man,
",3
"""it",11
noise?,1
"child?""
",2
"""Excuse",2
Marquis-,2
pity-,2
"yes.""
",2
fountain,13
removed;,1
"opened,",6
twelve,5
square.,1
"carriage,
",1
Marquis,28
clapped,3
instant,9
"sword-hilt.
",1
"""Killed!""",1
shrieked,1
"""Dead!""
",3
"round,",6
Marquis.,7
watchfulness,4
eagerness;,1
menacing,2
"anger.
",1
flat,1
tame,3
extreme,2
submission.,1
"mere
",1
rats,2
"holes.
",1
"purse.
",1
"take
",2
yourselves,2
children.,1
injury,1
"horses.
",1
See!,1
Give,8
coin,2
"heads
",3
craned,1
fell.,3
unearthly,1
sobbing,1
"crying,",3
motionless,1
"bundle,",1
"gently
",2
"men.
",2
comer.,1
"""Be",5
brave,7
Gaspard!,2
plaything,1
live.,3
pain.,1
"happily?""
",1
"philosopher,",1
"Marquis,",26
"smiling.
",2
"Defarge.""
",4
"trade?""
",1
vendor,3
"wine.""
",1
"""Pick",1
philosopher,1
"wine,""",1
"Marquis,
",5
"coin,",1
spend,1
"right?""
",3
deigning,1
assemblage,1
accidentally,2
"common
",4
"floor.
",2
"""Hold!""",2
horses!,1
"threw
",1
"stood,
",1
grovelling,1
pavement,4
"knitting.
",3
"dogs!""",1
"smoothly,",1
"unchanged
",1
"front,",2
spots,1
nose:,1
ride,7
"willingly,",1
exterminate,1
earth.,1
rascal,1
brigand,1
crushed,2
"wheels.""
",1
cowed,1
experience,3
"raised.
",1
"steadily,",3
dignity,2
contemptuous,1
rats;,1
"""Go",7
"on!""
",5
"quick
",1
succession;,1
"Minister,",2
"State-Projector,",1
"Lawyer,",1
"Ecclesiastic,",1
"Opera,",1
"Comedy,",1
Ball,1
continuous,2
"flow,",2
by.,3
hours;,3
soldiers,7
police,3
"spectacle,",2
barrier,7
"slunk,",1
peeped.,1
ago,3
"watching
",1
rolling,4
Ball-,1
"conspicuous,",1
steadfastness,1
Fate.,1
"swift
",1
"rule,",1
"rats
",1
"supper,",3
"course.
",2
"VIII
",2
"COUNTRY
",1
BEAUTIFUL,1
"LANDSCAPE,",1
corn,3
"abundant.
",1
Patches,1
rye,1
"poor
",8
peas,1
"beans,",1
substitutes,1
wheat.,1
inanimate,1
cultivated,2
"vegetating
",1
unwillingly-,1
dejected,3
wither,1
"lighter),",1
post-horses,3
"postilions,
",1
fagged,1
blush,1
impeachment,1
breeding;,1
within;,2
occasioned,2
control-,1
sunset,2
"hill-top,",1
occupant,1
steeped,4
"crimson.
",1
"out,""",1
"hands,
",2
"""directly.""
",1
"effect,",4
drag,3
adjusted,2
"wheel,",1
"slid
",1
cinderous,1
"dust,",7
"glow
",1
quickly;,1
glow,2
village,29
bottom,2
rise,4
"churchtower,",1
"windmill,",1
forest,3
"chase,",1
crag,2
fortress,4
Round,2
"darkening
",1
objects,8
"brewery,",1
"tannery,",1
stable-yard,1
relays,1
"post-horses,",1
appointments.,1
"poor,",6
"doors,",6
shredding,1
spare,13
onions,1
washing,1
"grasses,",1
yieldings,1
eaten.,1
Expressive,1
wanting;,2
tax,5
"church,",4
"lord,",1
local,2
"general,",3
"inscription
",1
"village,",11
"unswallowed.
",1
Few,2
dogs.,2
choice,2
stated,1
prospect-,1
sustain,2
ill;,1
captivity,2
dominant,2
"crag.
",1
Heralded,1
courier,2
cracking,1
postilions',1
"whips,",1
snake-like,1
evening,10
"Furies,",2
"posting-house
",1
gate.,5
peasants,3
operations,1
filing,1
misery-worn,1
meagreness,1
Frenchmen,1
"English
",2
superstition,1
survive,1
"years.
",3
drooped,4
Court-,2
difference,3
"faces
",3
propitiate-,1
grizzled,2
"mender
",2
"group.
",1
"""Bring",3
hither,1
"fellow!""",1
"courier.
",1
"brought,",2
fellows,2
"closed
",1
"listen,",3
"Paris
",2
"fountain.
",2
"road?""
",1
"""Monseigneur,",12
"road.""
",1
"""Coming",1
"both?
",1
"true.""
",4
"fixedly?""
",1
tattered,1
carriage.,4
"carriage.
",2
pig?,1
Monseigneur;,1
swung,2
chain,7
shoe-,1
"drag.""
",1
"""Who?""",1
"traveller.
",2
Devil,3
idiots!,1
"You
",8
"clemency,",1
Monseigneur!,4
"country.
",1
"""Swinging",1
chain?,1
"suffocated?""
",1
"permission,",2
over-,2
"this!""
",4
sideways,2
"sky,",4
down;,3
fumbled,1
"cap,",5
"like?""
",1
whiter,1
miller.,1
"spectre,",2
"spectre!""
",1
picture,6
produced,5
sensation,2
crowd;,1
comparing,1
observe,6
"spectre
",1
"conscience.
",1
"""Truly,",3
felicitously,1
"sensible
",2
vermin,2
ruffle,1
"thief
",1
accompanying,1
"Bah!
",1
"Gabelle!""
",1
Gabelle,14
"Postmaster,",1
"taxing
",1
functionary,4
united;,1
obsequiousness,1
"examination,",1
"drapery
",1
official,3
"""Bah!",1
"aside!""",1
"Gabelle.
",1
"""Lay",1
seeks,2
lodge,1
"village
",3
"honest,",1
"Gabelle.""
",1
flattered,2
"orders.""
",1
fellow?-,1
"Accursed?""
",1
"half-dozen
",1
"friends,",7
cap.,4
"Some
",2
promptly,1
hauled,3
breathless,3
"Marquis.
",2
"Dolt,",1
"drag?""
",1
precipitated,1
"hill-side,",2
plunges,1
"river.""
",1
Gabelle.,1
peering,2
"wheels,",1
sheep;,1
"lucky
",1
skins,2
bones;,1
"save,",1
"fortunate.
",1
checked,3
steepness,1
"Gradually,",2
subsided,1
"pace,",3
"upward
",1
scents,3
"postilions,",1
gossamer,1
gnats,1
circling,2
lieu,2
"Furies,
",1
lashes,2
whips;,2
"valet
",1
trotting,1
"ahead
",1
"distance.
",1
steepest,1
"burial-ground,",1
Cross,4
Saviour,1
inexperienced,1
"rustic
",1
"carver,",1
studied,2
maybe-,1
dreadfully,4
"thin.
",1
distressful,1
"worse,",2
"worst,",3
kneeling.,1
"carriage-door.
",1
"petition.""
",1
exclamation,1
"impatience,",2
unchangeable,1
"""How,",3
Always,2
"petitions!""
",1
"""Monseigneur.",1
"forester.""
",1
forester?,1
"something?""
",1
"dead.""
",1
quiet.,2
Can,13
"""Alas,",1
lies,3
"yonder,",1
"grass.""
",1
"""Well?""
",2
"grass?""
",1
"""Again,",2
young.,2
passionate,4
grief;,1
veinous,1
knotted,2
"energy,",1
carriage-door-,1
"tenderly,",1
"caressingly,",1
"human
",1
"touch.
",2
petition!,1
"husband
",3
want;,2
"want.""
",1
well?,1
feed,2
knows;,1
"petition
",1
morsel,2
husband's,11
placed,4
lies.,1
"Otherwise,",4
"forgotten,",2
"malady,",1
"grass.
",1
"many,",4
increase,1
want.,1
"Monseigneur!""
",1
"broken
",1
postilions,4
"rapidly
",2
diminishing,1
league,2
"chateau.
",3
"falls,",2
"impartially,",1
"dusty,",1
"ragged,",2
toil-worn,1
mender,43
"roads,",22
"nothing,
",1
enlarged,1
"bear
",3
twinkled,1
casements;,1
"lights,",2
casements,1
"darkened,",2
"extinguished.
",2
high-roofed,1
"over-hanging
",1
"shadow
",2
exchanged,2
"flambeau,",1
"stopped,
",1
chateau,17
"Charles,",11
expect;,1
"England?""
",1
"IX
",2
GORGON'S,1
"HEAD
",1
"building,",2
"stone
",6
sweeps,1
meeting,2
terrace,3
"principal
",1
stony,4
"balustrades,",2
"urns,",1
"lions,",1
directions.,1
Gorgon's,1
"surveyed
",1
"finished,",2
centuries,2
flight,3
shallow,1
"flambeau
",1
"preceded,",1
"darkness
",1
elicit,2
remonstrance,3
owl,3
"quiet,
",1
flambeau,2
"state,
",1
night-air.,1
"owl's
",1
"none,",2
basin;,1
nights,6
"breath
",3
heave,2
clanged,1
"Marquis
",2
crossed,11
hall,2
"boar-spears,",1
"swords,",2
"knives
",1
chase;,1
grimmer,1
riding-rods,1
"riding-whips,
",1
"peasant,",2
benefactor,1
"angry.
",1
Avoiding,1
flambeau-bearer,1
"before,
",1
corridor.,1
"open,
",2
apartment,2
rooms:,1
others.,3
High,1
vaulted,3
"uncarpeted
",1
"floors,",1
dogs,9
hearths,1
luxuries,1
befitting,1
marquis,2
luxurious,3
Louis,2
break-,1
fourteenth,3
Louis-,1
conspicuous,2
furniture;,1
diversified,2
pages,1
"France.
",3
supper-table,1
rooms;,1
chateau's,1
extinguisher-topped,1
towers.,2
"wooden
",1
jalousie-blinds,1
"slight
",2
alternating,1
"colour.
",3
"nephew,""",2
"preparation;
",1
"""they",1
"arrived.""
",2
Nor,4
he;,3
probable,2
arrive,2
"hour.""
",1
supper.,3
"soup,",1
Bordeaux,1
"""Monseigneur?",1
"That?""
",1
"""Outside",1
blinds.,1
Open,1
"blinds.""
",1
"done.
",5
nothing.,4
trees,4
blinds,2
"wide,",1
"instructions.
",1
"""Good,""",1
imperturbable,1
"""Close",1
wheels.,1
"briskly,",1
"""Ask",1
nephew,7
"leagues
",1
afternoon.,2
"rapidly,",1
road.,7
"posting-houses,",1
(said,1
Monseigneur),1
came.,1
"Darnay.
",8
"shake
",1
"table.
",1
"""Yesterday.",1
"direct.""
",2
"""From",4
"London?""
",1
"coming,""",1
contrary;,1
"""Pardon",2
"mean,",2
journey;,1
intending,1
"journey.""
",1
detained,3
"by""-",1
answer-,1
"""various",1
"""Without",4
"doubt,""",2
polished,2
"uncle.
",1
"between
",3
coffee,1
"nephew,",13
uncle,1
"mask,",2
"conversation.
",2
"anticipate,",1
pursuing,4
unexpected,1
"peril;
",1
"object,",2
sustained,5
"me.
",5
uncle;,1
"death.""
",3
"""whether,",1
"carried
",2
utmost,6
brink,2
stop,9
cruel,9
ominous,3
"uncle
",1
graceful,1
"protest,",1
"form
",1
"reassuring.
",1
suspicious,2
circumstances,10
surrounded,7
"no,""",1
"uncle,",6
"pleasantly.
",1
"be,""",5
diplomacy,1
"means,
",1
scruple,1
"means.""
",1
pulsation,1
marks.,1
"""Thank",5
sweetly,1
lingered,4
"instrument.
",1
"fortune,",2
"understand,""",2
sipping,3
"coffee.
",1
"""Dare",1
"explain?""
",1
overshadowed,3
"de
",2
cachet,1
"indefinitely.""
",1
"possible,""",2
calmness.,1
"family,",7
resolve,1
incommode,2
extent.,1
Pray,1
perceive,5
happily,4
Reception,1
"one,""",1
"nephew.
",1
"happily,",2
"friend,""",3
refined,2
politeness;,1
"opportunity
",1
advantages,1
"solitude,",1
destiny,1
advantage,3
"influence
",6
yourself.,3
discuss,3
question.,5
disadvantage.,2
instruments,2
"correction,
",1
